assetPk,assetId,assetName,isLocation,type,classificationName,manufacturerName,model,serial,priority,riskLevel,lastMaintainedWopk,parentPk,parentName
8276,100-PUMP-880,"PUMP, Tesla O4300 Drainor",false,A,PUMP,,,,,,1679379,14935,O4300 Cooker Equipment
8277,100-HYDRAULIC UNIT-39,Hydraulic Unit TST Cooker Discharge Gate,false,A,HYDRAULIC UNIT,Jay Gee Manufacturing,,,,,1610033,14936,TST Cooker Equipment
8278,100-SCREW CONVEYOR-925,"SCREW CONVEYOR, Cooker Discharge #2 TST",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1679379,14936,TST Cooker Equipment
8279,100-AGITATOR-35,AUGER DAF,false,A,AGITATOR,,,,,,,7302,*Trash* DAF Area
8280,100-MOTOR-95,MOTOR DAF Skimmer Speed,false,A,MOTOR,,,,,,,7302,*Trash* DAF Area
8281,MOTOR-96,MOTOR DAF FLOC Mixer Speed,false,A,MOTOR,,,,,,439944,7302,*Trash* DAF Area
8282,100-PUMP-881,"PUMP, DAF Coagulant",false,A,PUMP,,,,,,1251196,14976,DAF - PRODUCTION
8283,100-PUMP-882,"PUMP, DAF Flocculant",false,A,PUMP,,,,,,1568567,14976,DAF - PRODUCTION
8289,SYSTEM-75,EVAPORATOR Pumps,false,A,System,,,,,,897838,7304,*Trash* Evaporator Area
8290,100-PUMP-885,Pump #5 200U Concentrate,false,A,PUMP,ROPER,ROPER 3617HB,,,,42722,7852,Obsolete Assets - Do not use
8291,SYSTEM-74,*Trash* Concentrate Pumps and Damper Gate,false,A,System,,,,,,37684,7304,*Trash* Evaporator Area
8292,100-PUMP-886,TST Concentrate Pump,false,A,PUMP,ROPER,ROPER 3617HB,,,,1676995,14961,Evaporators
8293,100-PUMP-887,O4300 Concentrate Pump,false,A,PUMP,ROPER,ROPER 3617HB,,,,1676995,14961,Evaporators
8294,100-PUMP-888,N4300 Concentrate Pump,false,A,PUMP,ROPER,ROPER 3617HB,,,,1676995,14961,Evaporators
8295,100-DAMPER-2,DAMPER 1800,false,A,DAMPER,,,,,,,8291,*Trash* Concentrate Pumps and Damper Gate
8296,100-DAMPER-3,DAMPER O4300,false,A,DAMPER,,,,,,474495,8291,*Trash* Concentrate Pumps and Damper Gate
8297,100-DAMPER-4,DAMPER TST,false,A,DAMPER,,,,,,43500,8291,*Trash* Concentrate Pumps and Damper Gate
8298,100-DAMPER-5,DAMPER Tail Gas,false,A,DAMPER,,,,,,,8291,*Trash* Concentrate Pumps and Damper Gate
8299,SYSTEM-76,*Trash* SKIMMER and Old Evaporator,false,A,System,,,,,,,7304,*Trash* Evaporator Area
8300,100-PUMP-889,"PUMP, DAF Feed",false,A,PUMP,,,,,,1679771,14976,DAF - PRODUCTION
8301,100-DRAG CONVEYOR-26,"DRAG, Skimmer Solids",false,A,DRAG CONVEYOR,,,,,,1674970,14977,SKIMMER
8302,100-DRAG CONVEYOR-27,"DRAG, Skimmer Grease",false,A,DRAG CONVEYOR,,,,,,1674970,14977,SKIMMER
8303,100-AGITATOR-36,"AGITATOR, Skimmer Feed Tank",false,A,AGITATOR,,,,,,1150037,14977,SKIMMER
8304,100-PUMP-890,"PUMP, Skimmer Feed",false,A,PUMP,,,,,,1674970,14977,SKIMMER
8305,100-PUMP-891,Old Evap Washdown Pump,false,A,PUMP,,,,,,1676995,15479,Old Evaporator
8306,100-COMPRESSOR-55,COMPRESSOR Air Old Evap,false,A,COMPRESSOR,,,,,,,8299,*Trash* SKIMMER and Old Evaporator
8308,100-BOILER-2,BOILER #2,false,A,BOILER,Hurst,"HURST 1200HP, NATIONAL BOARD #16138",,,,1679435,14971,BOILER ROOM
8309,100-BOILER-3,BOILER #3,false,A,BOILER,Hurst,"HURST 1200HP, NATIONAL BOARD #16138",,,,1680261,14971,BOILER ROOM
8310,100-BOILER-4,BOILER #4,false,A,BOILER,Hurst,"HURST 1200HP, NATIONAL BOARD #16138",,,,1680262,14971,BOILER ROOM
8311,100-BOILER-5,BOILER #5,false,A,BOILER,Hurst,"HURST 1200HP, NATIONAL BOARD #16138",,,,1679435,14971,BOILER ROOM
8312,100-BOILER-6,BOILER #6,false,A,BOILER,Hurst,"HURST 1200HP, NATIONAL BOARD #16138",,,,1679435,14971,BOILER ROOM
8313,100-PUMP-00005,"PUMP, Boiler #3 Feedwater",false,A,PUMP,GRISWOLD,MODEL MA60-10079 GRISWOLD M/3X2X8/0800/DDLM/CS,,,,1678992,14971,BOILER ROOM
8314,100-PUMP-00003,"PUMP, Boiler #5 Feedwater",false,A,PUMP,Goulds Pump,GOULDS MTX 3196,,,,1671638,14971,BOILER ROOM
8315,100-PUMP-895,"PUMP, Soft Water Tank Discharge",false,A,PUMP,,,,,,1671638,14971,BOILER ROOM
8316,100-FAN-136,"FAN, Boiler Exhaust #1",false,A,Fan,,,,,,,14971,BOILER ROOM
8317,SYSTEM-81,Boiler Room Wall Fans,false,A,System,,,,,,,7298,*Trash* Boiler Room 1-6
8318,100-FAN-138,"FAN, Boiler Exhaust #2",false,A,Fan,,,,,,,14971,BOILER ROOM
8319,100-FAN-139,"FAN, Boiler Exhaust #3",false,A,Fan,,,,,,,14971,BOILER ROOM
8320,SYSTEM-82,Feedwater Pumps,false,A,System,,,,,,,7298,*Trash* Boiler Room 1-6
8323,100-ROTOLIFT-00519,"ROTOLIFT, Crax A-side",false,A,ROTOLIFT,Jay Gee Manufacturing,9,,,,1679379,14937,PP A-Side Grinding
8324,100-SCREW CONVEYOR-00510,"SCREW CONVEYOR, Hammermill A Discharge #2",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1679379,14937,PP A-Side Grinding
8325,100-PNEUMATIC BLOWER-00506,"PNEUMATIC BLOWER, Poultry Grinding A-side",false,A,PNEUMATIC BLOWER,,,,,,1679379,14937,PP A-Side Grinding
8326,100-SCREW CONVEYOR-00521,"SCREW CONVEYOR, Crax Bin #2 Discharge",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1306146,14920,PP Grinding
8327,SCREW CONVEYOR-00526,"SCREW CONVEYOR, Crax Bin #3 Discharge",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1306146,14920,PP Grinding
8331,100-HAMMER MILL-00531,"HAMMER MILL, Poultry Grinding B-side",false,A,HAMMER MILL,,,,,,1679379,14938,PP B-Side Grinding
8332,SCREW CONVEYOR-939,"SCREW CONVEYOR, 1800 Meal Screw",false,A,SCREW CONVEYOR,,,,,,1206404,14920,PP Grinding
8333,100-ROTOLOCK-00525,"Rotolock, Rotary Valve B",false,A,ROTOLOCK,,73055-3,,,,1679379,14938,PP B-Side Grinding
8334,100-SCREW CONVEYOR-00527,"SCREW CONVEYOR, Screen Finished B-side",false,A,SCREW CONVEYOR,,,,,,1679379,14938,PP B-Side Grinding
8335,100-HOPPER-00540,Hopper Bin #1,false,A,HOPPER,Jay Gee Manufacturing,12,,,,452186,7852,Obsolete Assets - Do not use
8336,100-ROTOLIFT-00533,"ROTOLIFT, Overs B-side",false,A,ROTOLIFT,Jay Gee Manufacturing,12,,,,1679379,14938,PP B-Side Grinding
8338,100-ROTOLIFT-00538,ROTOLIFT. Crax B-side,false,A,ROTOLIFT,Jay Gee Manufacturing,12,,,,1679379,7852,Obsolete Assets - Do not use
8339,100-ROTOLIFT-00529,"ROTOLIFT, HammerMill B Discharge",false,A,ROTOLIFT,Jay Gee Manufacturing,9,,,,1679379,14938,PP B-Side Grinding
8341,100-SCREW CONVEYOR-00530,"SCREW CONVEYOR, Hammermill B Discharge #1",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1679379,14938,PP B-Side Grinding
8342,100-SCREW CONVEYOR-00532,"SCREW CONVEYOR, Hammermill B Feed",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1679379,14938,PP B-Side Grinding
8343,100-SCREW CONVEYOR-00534,"SCREW CONVEYOR, Screen Overs B-side",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,9,,,,1679379,14938,PP B-Side Grinding
8344,100-SEPARATOR-00535,Rotex B Screen #1,false,A,SEPARATOR,ROTEX,522,,,,1679379,34156,"SEPARATOR, Shaker B-Side"
8345,100-SEPARATOR-00536,Rotex B Screen #2,false,A,SEPARATOR,ROTEX,52,,,,1679379,34156,"SEPARATOR, Shaker B-Side"
8347,100-ROTOLIFT-00537,"ROTOLIFT, Crax-B",false,A,ROTOLIFT,Jay Gee Manufacturing,9,,,,1679379,14938,PP B-Side Grinding
8349,100-PNEUMATIC BLOWER-00524,"PNEUMATIC BLOWER, Poultry Grinding B-side",false,A,PNEUMATIC BLOWER,,,,,,1679379,14938,PP B-Side Grinding
8350,100-SCREW CONVEYOR-00539,"SCREW CONVEYOR, Crax Bin #1 Discharge",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,12,,,,1306146,14920,PP Grinding
8360,100-SCREW CONVEYOR-937,"SCREW CONVEYOR, Outside Blower Feed",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,9,,,,1256323,14920,PP Grinding
8361,SCREW CONVEYOR-938,"SCREW CONVEYOR, Outside Blower Alley",false,A,SCREW CONVEYOR,,,,,,1344056,14920,PP Grinding
8362,100-PNEUMATIC BLOWER-142,"PNEUMATIC BLOWER, Outside Blower",false,A,PNEUMATIC BLOWER,,,,,,1679379,14920,PP Grinding
8363,100-ROTOLOCK-00507A,"Rotolock, Outside Blower",false,A,ROTOLOCK,,,,,,1679379,14920,PP Grinding
8369,100-SCREW CONVEYOR-41,"SCREW CONVEYOR, Direct Loadout Cross (A System)",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 9",,,,1679379,14937,PP A-Side Grinding
8370,100-HOPPER-110,"HOPPER, Crax Bin #1",false,A,HOPPER,,,,,,1679379,14920,PP Grinding
8371,100-HOPPER-111,"HOPPER, Crax Bin #2",false,A,HOPPER,,,,,,1679379,14920,PP Grinding
8372,100-HOPPER-112,"HOPPER, Crax Bin #3",false,A,HOPPER,,,,,,1679379,14920,PP Grinding
8373,100-HOPPER-113,"Bin, Petox #3 (Stabilizer)",false,A,HOPPER,,,,,,,7852,Obsolete Assets - Do not use
8374,100-HOPPER-114,"Bin, Petox #2 (Stabilizer)",false,A,HOPPER,,,,,,,7852,Obsolete Assets - Do not use
8375,100-HOPPER-115,"Bin, Petox #1 (Stabilizer)",false,A,HOPPER,,,,,,,7852,Obsolete Assets - Do not use
8383,100-Pneumatic Blower-17,A Blower Manual,false,A,PNEUMATIC BLOWER,,,,,,408613,7852,Obsolete Assets - Do not use
8384,100-UNLOADER-00930,Unloader Silo #4,false,A,UNLOADER,A.O. SMITH HARVESTORE,"A.O. SMITH HARVESTORE, GOLIATH 74",,,,1672340,14966,SILOS
8385,100-ROTOLOCK-34,Rotolock Rotary Valve A Baghouse,false,A,ROTOLOCK,ROTOLOCK,73055-3 (EQUIPMENT #),,,,1467184,14967,LEMANCO
8386,100-FAN-00925,"Fan, A Baghouse",false,A,Fan,,,,,,1321695,14967,LEMANCO
8387,100-SCREW CONVEYOR-00902R,"SCREW CONVEYOR, Silo Discharge A",false,A,SCREW CONVEYOR,GARDNER DENVER,GAHHBPA,,,,1672340,14966,SILOS
8389,100-Pneumatic Blower-18,B Blower Manual,false,A,System,,,,,,,7852,Obsolete Assets - Do not use
8390,100-SCREW CONVEYOR-00904R,"SCREW CONVEYOR, Silo Discharge B",false,A,SCREW CONVEYOR,GARDNER DENVER,GAHHBPA,,,,1672340,14966,SILOS
8391,100-FAN-00926,"Fan, B Baghouse",false,A,Fan,,,,,,1286992,14967,LEMANCO
8392,100-ROTOLIFT-00907,"ROTOLIFT, B-side",false,A,ROTOLIFT,Jay Gee Manufacturing,JAY GEE - 12,,,,1673704,14966,SILOS
8393,100-ROTOLOCK-00917,Rotolock Rotary Valve B Blower Bin,false,A,ROTOLOCK,ROTOLOCK,73055-3 (EQUIPMENT #),,,,1681249,14967,LEMANCO
8394,100-ROTOLOCK-00919,Rotolock Rotary Valve B Baghouse,false,A,ROTOLOCK,ROTOLOCK,73055-3 (EQUIPMENT #),,,,1325040,14967,LEMANCO
8395,100-SCREW CONVEYOR-00908,"SCREW CONVEYOR, Silo Loadout Screw B-1",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 12",,,,1673704,14966,SILOS
8396,100-SCREW CONVEYOR-00909,"SCREW CONVEYOR, Silo Loadout Screw B-2",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 12",,,,1673704,14966,SILOS
8397,100-SCREW CONVEYOR-00910,"SCREW CONVEYOR, Silo Loadout Screw B-3",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 12",,,,1673704,14966,SILOS
8398,100-SCREW CONVEYOR-00911,"SCREW CONVEYOR, Silo Loadout Screw B-4",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 12",,,,1673704,14966,SILOS
8399,100-SCREW CONVEYOR-00912,"SCREW CONVEYOR, Silo Loadout Screw B-5",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 12",,,,1673704,14966,SILOS
8401,SYSTEM-79,Blood Loadout,false,A,System,,,,,,,7320,*Trash* Load Out
8402,100-ROTOLIFT-105,Rotolift Blood Feed,false,A,ROTOLIFT,Jay Gee Manufacturing,"JAY GEE, 9",,,,526359,7852,Obsolete Assets - Do not use
8403,100-ROTOLOCK-00909R,Rotolock Rotary Valve Blood Baghouse,false,A,ROTOLOCK,ROTOLOCK,73055-3 (EQUIPMENT #),,,,449595,7852,Obsolete Assets - Do not use
8404,100-AGITATOR-00908R,"Vibrator, Blood Bin",false,A,AGITATOR,,,,,,,7852,Obsolete Assets - Do not use
8405,SYSTEM-80,Loadout Manual,false,A,System,,,,,,,7320,*Trash* Load Out
8407,100-CLNG-TWR-,Poultry Plant CCW,false,A,System,,,,,,40520,7301,*Trash* Cooling Tower Area
8408,100-PUMP-898,"PUMP, Poultry Cooling Tower Basin Fill (pump 1)",false,A,PUMP,FLOWSERVE,MODEL 12LR14,,,,1676995,15472,"COOLING-TOWER, Poultry Plant"
8409,100-COOLING TOWER-15,"COOLING TOWER, Poultry Cooling Tower 5",false,A,Cooling Tower,HUDSON PRODUCTS,HUDSON T-10H BOOTED,,,,1541757,15472,"COOLING-TOWER, Poultry Plant"
8410,SYSTEM-83,*Trash* 1800/Feather Plant CCW System,false,A,System,,,,,,423371,7301,*Trash* Cooling Tower Area
8411,100-COOLING TOWER-16,"COOLING TOWER, 1800/FP Cooling Tower 1",false,A,Cooling Tower,HUDSON PRODUCTS,HUDSON  T-10H BOOTED,,,,1595372,15471,"COOLING-TOWER, 1800/Feather Plant"
8412,100-COOLING TOWER-17,"COOLING TOWER, 1800/FP Cooling Tower 2",false,A,Cooling Tower,HUDSON PRODUCTS,HUDSON T-10H BOOTED,,,,1595372,15471,"COOLING-TOWER, 1800/Feather Plant"
8413,100-COOLING TOWER-18,"COOLING TOWER, 1800/FP Cooling Tower 3",false,A,Cooling Tower,HUDSON PRODUCTS,HUDSON T-10H BOOTED,,,,1610127,15471,"COOLING-TOWER, 1800/Feather Plant"
8414,100-PUMP-899,"PUMP, Poultry Cooling Water Supply",false,A,PUMP,FLOWSERVE,MODEL 12LR14,,,,1676995,15472,"COOLING-TOWER, Poultry Plant"
8417,100-PUMP-902,"PUMP, 1800/FP Cooling Tower Basin Fill (pump 2)",false,A,PUMP,FLOWSERVE,MODEL 12LR14,,,,1676995,15471,"COOLING-TOWER, 1800/Feather Plant"
8418,100-PUMP-903,Pump Storm Water #2,false,A,PUMP,GORMAN RUMP,GORMAN RUPP T3,,,,1463034,7852,Obsolete Assets - Do not use
8419,100-SUMP-904,"SUMP, Storm Water Basin (6x6)",false,A,SUMP,GORMAN RUMP,GORMAN RUPP T6,,,,1674969,14979,SUMPS
8420,100-SUMP-905,"SUMP, 1800 Cooling Tower Overflow (4x4)",false,A,SUMP,GORMAN RUMP,GORMAN RUPP T3,,,,1502806,15471,"COOLING-TOWER, 1800/Feather Plant"
8433,100-SCREW CONVEYOR-00024-1,Pre-Heater B,false,A,SCREW CONVEYOR,Jay Gee Manufacturing,JAY GEE,,,,1678609,14955,Fthr Raw
8521,100-HYDROLYZER-00222,"HYDROLYZER, B-side",false,A,HYDROLYZER,Jay Gee Manufacturing,NB (29583),,,,1679379,14956,Fthr Hydrolizing
8522,100-HOPPER-00037,"HOPPER, Raw Feather Pit A Screw 2",false,A,HOPPER,GRABER EQUIPMEMT,"JAY GEE, FEATHER RAW MATERIAL PIT",,,,456372,7852,Obsolete Assets - Do not use
8523,100-HOPPER-00226,"HOPPER, Raw Feather Pit B",false,A,HOPPER,GRABER EQUIPMEMT,"JAY GEE, FEATHER RAW MATERIAL PIT",,,,1678609,14955,Fthr Raw
8524,100-HOPPER-00227,"HOPPER, Raw Feather Pit B Screw 2",false,A,HOPPER,GRABER EQUIPMEMT,"JAY GEE, FEATHER RAW MATERIAL PIT",,,,489909,7852,Obsolete Assets - Do not use
8525,100-SCREW CONVEYOR-00035,"SCREW CONVEYOR, Preheater A Feed",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,"JAY GEE, 24",,,,1678609,14955,Fthr Raw
8526,100-SCREW PRESS-74,"SCREW PRESS, Feather Press B",false,A,SCREW PRESS,Crane-Demming,CRANE DEMMING 4021,,,,1683504,14956,Fthr Hydrolizing
8527,100-SCREW CONVEYOR-955,"SCREW CONVEYOR, Press B Discharge",false,A,SCREW CONVEYOR,Jay Gee Manufacturing,JAY GEE - 12,,,,1681355,14956,Fthr Hydrolizing
8678,RAS-AA-005,"SCRUBBER, Room Air Poultry",false,A,SCRUBBER,,,,,,1673415,16287,Meat Plant
8679,RAS-AA-018,"SCRUBBER, Room Air Feather",false,A,SCRUBBER,,,,,,1679772,16286,Feather Plant
8680,100-PTS-AA-004B,"SCRUBBER, Main Packed Tower",false,A,SCRUBBER,,,,,,1673412,16287,Meat Plant
8681,100-VSO-AA-004A,"SCRUBBER, Main Plant Venturi",false,A,SCRUBBER,,,,,,1673413,16287,Meat Plant
8682,100-FAN-156,"FAN, Parts Venturi",false,A,Fan,,,,,,1679471,22111,"SCRUBBER, Parts Venturi"
8683,100-FAN-157,"FAN, Feather Plant Venturi",false,A,Fan,,,,,,1679471,22107,"SCRUBBER, Feather Venturi"
8684,100-FAN-158,"FAN, Poultry Venturi",false,A,Fan,,,,,,1679471,22110,"SCRUBBER, Poultry Venturi"
8685,100-VALVE-27,"VALVE, Pressure Tank Supply Actuator",false,A,VALVE,,,,,,27986,7298,*Trash* Boiler Room 1-6
8686,100-SUMP-957,"SUMP, DAF Floor (3x3)",false,A,SUMP,,3X3,,,,1675282,14979,SUMPS
8687,100-HAMMER MILL-20,"HAMMER MILL, 1800",false,A,HAMMER MILL,Sprout-Andritz,Andritz - #38125,,,,1683512,14952,1800 Cook Line Grinding
8688,100-SEPARATOR-77,"SEPERATOR, 1800 Rotex Screen",false,A,SEPARATOR,,,,,,1676933,34154,"SEPARATOR, Shaker 1800"
8689,100-PRODUCTION-01-,Yellow Grease Room,true,L,Area,,,,,,1667473,14620,GREASE & FAT STORAGE
8690,100-TANK-372,TANK Y6 (Cook Tank),false,A,TANK,,,,,,1680599,8689,Yellow Grease Room
8730,100-PUMP-962,"dup_PUMP, B Side Sump Pump (Feather Plant)",false,A,PUMP,,,,,,28826,7854,*Trash* Feather Drying System
8737,CENTRIFUGE-51,"dup_CENTRIFUGE, BLOOD",false,A,CENTRIFUGE,ELGIN,ELGIN 375 - V15004 LEFT HAND,,,,498914,7917,"*Trash* CENTRIFUGE, BLOOD"
8750,100-BLR-RM-1-6-,Chemical Feed System,true,L,Area,,,,,,56067,7298,*Trash* Boiler Room 1-6
8751,100-BLR-RM-1-6-0,"Area, Chemical Feed System",true,L,Area,,,,,,61289,7298,*Trash* Boiler Room 1-6
8940,100-SCREW CONVEYOR-1053,"SCREW CONVEYOR, Mid-Western Feed Screw",false,A,SCREW CONVEYOR,,,,,,303670,7923,*Trash* Product to Storage (Blood)
8941,100-HYDRAULIC UNIT-47,O4300 Clutch,false,A,HYDRAULIC UNIT,,,,,,29546,7852,Obsolete Assets - Do not use
8942,100-FAN-163,"Blower #2, Aerator Pond (New DAF)",false,A,Fan,,,,,,45461,7852,Obsolete Assets - Do not use
9003,100-SCREW CONVEYOR-1081,"SCREW CONVEYOR, Drainor Fines TST",false,A,SCREW CONVEYOR,,,,,,1679379,14936,TST Cooker Equipment
9010,100-TANK-374,TANK Y3 (Holding Tank),false,A,TANK,,,,,,1416621,8689,Yellow Grease Room
9095,100-SCREW CONVEYOR-1112,"SCREW CONVEYOR, Hoggor Discharge Screw",false,A,SCREW CONVEYOR,,,,,,382916,7852,Obsolete Assets - Do not use
9149,100-TANK-375,"TANK, Feather Spray Chamber",false,A,TANK,,,,,,1682318,16286,Feather Plant
9150,100-TANK-376,Blood Spray Chamber Tank,false,A,TANK,,,,,,45653,7928,*Trash* VAPOR CONDENSING (Blood)
9151,100-SUMP-995,"SUMP, Feather Plant A-side (3x3)",false,A,SUMP,,,,,,1681386,14979,SUMPS
9152,100-AERATOR-43,AERATOR #8,false,A,AERATOR,,,,,,51126,7852,Obsolete Assets - Do not use
9153,100-TANK-377,"TANK, Atmospheric",false,A,TANK,,,,,,1643539,14971,BOILER ROOM
9154,100-PUMP-996,"PUMP, ATM Tank Discharge",false,A,PUMP,,,,,,1671638,14971,BOILER ROOM
9155,100-PUMP-997,Pump TST & O4300 Press Drainer #1,false,A,PUMP,The Dupps Company,Dupps Taddle Pump,,,,1679379,14919,PP Pressing
9156,100-SCREW CONVEYOR-1113,"SCREW CONVEYOR, Hammermill Discharge Screw",false,A,SCREW CONVEYOR,,,,,,1661816,14952,1800 Cook Line Grinding
9160,100-SUMP-2,"SUMP, Main Waste Water (Turbine)",false,A,SUMP,,,,,,606597,7852,Obsolete Assets - Do not use
9161,100-STRAINER-101,"STRAINER, Hycor Lyco Screen",false,A,STRAINER,,,,,,43263,7852,Obsolete Assets - Do not use
9162,100-PUMP-998,"PUMP, Lyco Discharge",false,A,PUMP,,,,,,665573,7852,Obsolete Assets - Do not use
9375,100-TANK-380,"TANK, Pressure",false,A,TANK,,,,,,1610941,14971,BOILER ROOM
9376,100-TANK-381,"TANK, Y1 (Interphase)",false,A,TANK,,,,,,1622489,8689,Yellow Grease Room
9377,100-TANK-382,"TANK, Y2",false,A,TANK,,,,,,1660983,8689,Yellow Grease Room
9378,100-SUMP-1104,"SUMP, Alleyway (4x4)",false,A,SUMP,,,,,,1674969,14979,SUMPS
9379,100-JACKSON-RNDRNG-0,*Trash* Finish Grease Room,true,L,Room,,,,,,423900,7852,Obsolete Assets - Do not use
9380,100-TANK-383,TANK 6,false,A,TANK,,,,,,37325,9379,*Trash* Finish Grease Room
9381,100-SUMP-1105,"SUMP, Sewage (2x2)",false,A,SUMP,,,,,,1674969,14979,SUMPS
9383,100-PUMP-1107,"SUMP, Poultry dump pad (3x3)",false,A,SUMP,,,,,,1674969,14979,SUMPS
9384,100-SUMP-1108,"SUMP, Boiler Room east (2x2)",false,A,SUMP,,,,,,1674969,14979,SUMPS
9390,100-WASHER-9,Water Canon,false,A,Washer,,,,,,656472,7852,Obsolete Assets - Do not use
9412,100-TANK-384,Evap Concentrate Tank,false,A,TANK,,,,,,1574643,14961,Evaporators
9460,100-JACKSON-RNDRNG-9,Maintenance Shop,true,L,Area,,,,,,639243,7852,Obsolete Assets - Do not use
9461,100-PUMP-1109,"PUMP, 10MM Gallon Pond return water",false,A,PUMP,,,,,,1674970,22222,"POND #6, 10MM Gallon"
9531,100-SCREW CONVEYOR-1165,SCREW CONVEYOR Rotary Valve B Feed,false,A,SCREW CONVEYOR,,,,,,1679379,14938,PP B-Side Grinding
9532,100-PNEUMATIC BLOWER-63,"PNEUMATIC BLOWER, MBBR Unit #2 (middle)",false,A,PNEUMATIC BLOWER,,40HP 1800RPM,,,,1674970,22222,"POND #6, 10MM Gallon"
9533,100-SUMP-1129,"SUMP, Feather Plant B-Side",false,A,SUMP,,,,,,1674969,14979,SUMPS
9535,100-SKIMMER-28,"SKIMMER, New DAF Skimmer",false,A,SKIMMER,,,,,,56478,7302,*Trash* DAF Area
9536,100-AERATOR-46,AERATOR 4-2,false,A,AERATOR,,,,,,1404617,22220,"POND #4, 1st Stage Aeration"
9537,100-AERATOR-47,AERATOR 5-7,false,A,AERATOR,,,,,,1587238,22221,"POND #5, 2nd Stage Aeration"
9545,100-PUMP-1131,"PUMP, Blood Storage Tank Supply",false,A,PUMP,,,,,,303670,7913,*Trash* BLOOD (Feather Plant)
9676,100-TANK-388,"TANK, Blood Storage",false,A,TANK,,,,,,1656925,22206,BLOOD
9677,100-SUMP-1170,"SUMP, Boiler Room south (2x2)",false,A,SUMP,,,,,,1674969,14979,SUMPS
9678,100-SCREW CONVEYOR-1208,"SCREW CONVEYOR, Cross Screw",false,A,SCREW CONVEYOR,,,,,,1678609,14958,Fthr Drying
9679,100-TANK-389,"TANK, B Side Pit",false,A,TANK,,,,,,44224,7872,*Trash* B Hydrolyzer (Feather Plant)
9684,100-VALVE-29,"VALVE, Atmospheric Tank Supply",false,A,VALVE,,,,,,45459,7298,*Trash* Boiler Room 1-6
9685,100-PUMP-1141,"PUMP, DAF Poly",false,A,PUMP,,,,,,1469767,14976,DAF - PRODUCTION
9686,100-PUMP-1142,"PUMP, DAF Alum",false,A,PUMP,,,,,,665573,14976,DAF - PRODUCTION
9942,100-JACKSON-RNDRNG-0001,Warehouse,true,L,Stock Room,,,,,,48336,7852,Obsolete Assets - Do not use
10437,100-100-JACKSON-RNDRNG-TRASH-1111,"*Trash* Feather Dryer, Hydrolizer & Scrubber",true,L,Area,,,,,,291671,7852,Obsolete Assets - Do not use
10836,100-PNEUMATIC BLOWER-28,"PNEUMATIC BLOWER, A Side",false,A,PNEUMATIC BLOWER,,,,,,1674474,14967,LEMANCO
10837,100-PNEUMATIC BLOWER-29,"PNEUMATIC BLOWER, B Side",false,A,PNEUMATIC BLOWER,,,,,,1679633,14967,LEMANCO
14620,100-PRODUCTION-14,GREASE & FAT STORAGE,true,L,Process Line,,,,,,1673001,14953,PRODUCTION
14621,100-LEMANCO BIN #1-563,Lemanco Bin #1,false,A,TANK,,,,,,1318763,14967,LEMANCO
14622,100-LEMANCO BIN #2-564,Lemanco Bin #2,false,A,TANK,,,,,,1681391,14967,LEMANCO
14623,100-LEMANCO BIN #3-565,Lemanco Bin #3,false,A,TANK,,,,,,1682310,14967,LEMANCO
14624,100-LEMANCO BIN #4-566,Lemanco Bin #4,false,A,TANK,,,,,,1497643,14967,LEMANCO
14625,100-LEMANCO BIN #5-567,Lemanco Bin #5,false,A,TANK,,,,,,1357230,14967,LEMANCO
14626,100-LEMANCO BIN #6-568,Lemanco Bin #6,false,A,TANK,,,,,,1266880,14967,LEMANCO
14627,100-FINISHED FAT TANK #1-569,Finished Fat Tank #1 (UCO),false,A,TANK,,,,,,1643847,16311,Finished Fat Storage
14628,100-FINISHED FAT TANK #2-570,Finished Fat Tank #2 (Poultry Fat),false,A,TANK,,,,,,1354908,16311,Finished Fat Storage
14629,100-FINISHED FAT TANK #3-571,Finished Fat Tank #3 (Poultry Fat),false,A,TANK,,,,,,767940,16311,Finished Fat Storage
14630,100-FINISHED FAT TANK #4-572,Finished Fat Tank #4 (Poultry Fat),false,A,TANK,,,,,,1615895,16311,Finished Fat Storage
14631,100-FINISHED FAT TANK #5-573,Finished Fat Tank #5 (Poultry Fat),false,A,TANK,,,,,,1446688,16311,Finished Fat Storage
14632,100-FINISHED FAT TANK #6-574,Finished Fat Tank #6 (Poultry Fat),false,A,TANK,,,,,,1543728,16311,Finished Fat Storage
